ID,Brand,CPU,GPU,RAM,Storage,Screen,Operating_System,Price_USD
2515,MSI,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"13.3"" Retina",Windows 10 Pro,1193.59
2516,HP,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 11,4848.67
2517,Acer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,1212.8
2518,Razer,Intel Core i7-14700K,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"14"" 4K",macOS Sonoma,1046.41
2519,Samsung,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,893.83
2520,Lenovo,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,4018.51
2521,Apple,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,3408.33
2522,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"13.3"" Retina",macOS Sonoma,4169.17
2523,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"13.3"" Retina",macOS Sonoma,4085.59
2524,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,3539.25
2525,Lenovo,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,3314.91
2526,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"13.3"" Retina",Windows 10 Pro,2973.02
2527,MSI,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,1340.03
2528,Razer,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,1431.6
2529,MSI,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,1320.81
2530,HP,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,2665.05
2531,Microsoft,Intel Core i7-14700K,Intel Arc A770,128GB DDR5,1TB SSD,"14"" 4K",Windows 11,2174.66
2532,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,1068.93
2533,Apple,Intel Core i7-14700K,Intel Arc A770,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,4162.9
2534,Lenovo,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD,"13.3"" Retina",macOS Sonoma,3798.82
2535,Asus,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"13.3"" Retina",macOS Sonoma,4483.79
2536,Razer,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,4340.28
2537,MSI,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,512GB SSD,"15.6"" FHD",Ubuntu 22.04,1644.37
2538,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,2396.89
2539,MSI,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,2776.27
2540,Acer,Intel Core i7-14700K,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,1866.44
2541,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,4044.4
2542,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,3835.26
2543,Lenovo,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"13.3"" Retina",Ubuntu 22.04,3931.67
2544,Asus,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,3267.67
2545,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"13.3"" Retina",Windows 10 Pro,2934.46
2546,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"14"" 4K",Windows 11,4532.74
2547,Dell,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,16GB DDR4,2TB SSD,"13.3"" Retina",Windows 11,1167.91
2548,Acer,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,4738.68
2549,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,2379.93
2550,MSI,Intel Core i9-14900K,AMD Radeon RX 7800 XT,16GB DDR4,2TB SSD,"14"" 4K",macOS Sonoma,3845.01
2551,HP,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"13.3"" Retina",Ubuntu 22.04,1224.67
2552,Lenovo,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,512GB SSD,"13.3"" Retina",macOS Sonoma,2908.76
2553,Apple,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,3470.81
2554,Apple,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"17.3"" QHD",Ubuntu 22.04,1804.74
2555,Asus,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"15.6"" FHD",Ubuntu 22.04,4922.86
2556,Apple,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,4368.11
2557,Asus,Intel Core i5-14600K,Intel Arc A770,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,1830.05
2558,Lenovo,AMD Ryzen 9 7950X,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,1056.46
2559,Dell,Intel Core i7-14700K,NVIDIA RTX 4080,32GB DDR4,512GB SSD,"13.3"" Retina",Windows 11,3326.98
2560,Apple,Intel Core i7-14700K,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,3191.21
2561,Samsung,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"14"" 4K",macOS Sonoma,4694.19
2562,Apple,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,2617.19
2563,MSI,Intel Core i9-14900K,Intel Arc A770,32GB DDR4,1TB SSD,"15.6"" FHD",macOS Sonoma,2567.94
2564,Acer,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,4572.79
2565,Lenovo,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,988.25
2566,Asus,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,4558.39
2567,Acer,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,4810.45
2568,HP,AMD Ryzen 5 7600X,Intel Arc A770,32GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,4247.62
2569,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 11,2623.43
2570,Samsung,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 10 Pro,1198.21
2571,Apple,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,3638.11
2572,Samsung,Intel Core i7-14700K,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,1427.64
2573,HP,AMD Ryzen 9 7950X,NVIDIA RTX 4090,128GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,3310.09
2574,HP,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"14"" 4K",Windows 11,1914.96
2575,HP,AMD Ryzen 9 7950X,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,2768.27
2576,Apple,Intel Core i7-14700K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"13.3"" Retina",macOS Sonoma,4298.45
2577,Asus,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 10 Pro,3835.38
2578,MSI,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,2293.6
2579,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Ubuntu 22.04,2417.9
2580,Acer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,1818.17
2581,Microsoft,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"15.6"" FHD",Ubuntu 22.04,3376.83
2582,Razer,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,3264.59
2583,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,1209.95
2584,HP,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,1159.34
2585,Razer,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,2TB SSD,"13.3"" Retina",Ubuntu 22.04,1585.9
2586,Razer,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,128GB DDR5,512GB SSD,"17.3"" QHD",macOS Sonoma,4607.72
2587,Dell,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"14"" 4K",Windows 11,1272.0
2588,MSI,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"14"" 4K",Windows 10 Pro,1497.44
2589,Samsung,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"13.3"" Retina",Windows 11,2763.04
2590,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"15.6"" FHD",macOS Sonoma,3040.52
2591,HP,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,4645.6
2592,Microsoft,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,3320.8
2593,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,4813.97
2594,Samsung,Intel Core i5-14600K,Intel Arc A770,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,3712.44
2595,Asus,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,1488.04
2596,Apple,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"14"" 4K",macOS Sonoma,3770.4
2597,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,4962.42
2598,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,1116.34
2599,HP,Intel Core i5-14600K,NVIDIA RTX 4090,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,1312.22
2600,Razer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,1558.86
2601,Razer,Intel Core i7-14700K,Intel Arc A770,64GB DDR5,1TB SSD,"14"" 4K",Ubuntu 22.04,3843.41
2602,Acer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"15.6"" FHD",Ubuntu 22.04,2763.26
2603,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4080,128GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,3127.16
2604,Lenovo,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"13.3"" Retina",macOS Sonoma,4954.38
2605,Razer,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,1TB SSD,"15.6"" FHD",macOS Sonoma,1016.52
2606,HP,Intel Core i9-14900K,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"15.6"" FHD",Ubuntu 22.04,3542.82
2607,Samsung,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"15.6"" FHD",Windows 11,3964.0
2608,Razer,Intel Core i9-14900K,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"14"" 4K",Windows 10 Pro,2738.37
2609,Acer,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,4591.47
2610,Samsung,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 11,2654.22
2611,Acer,Intel Core i7-14700K,Intel Arc A770,16GB DDR4,512GB SSD,"17.3"" QHD",Ubuntu 22.04,2327.29
2612,Microsoft,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 10 Pro,2606.11
2613,Dell,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,1TB SSD,"13.3"" Retina",macOS Sonoma,3253.26
2614,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,4797.33
2615,HP,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,3131.6
2616,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4090,128GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,3598.88
2617,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,1TB SSD,"15.6"" FHD",Ubuntu 22.04,1350.49
2618,Samsung,Intel Core i5-14600K,Intel Arc A770,128GB DDR5,1TB SSD,"14"" 4K",Windows 10 Pro,3327.19
2619,Acer,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,1394.88
2620,MSI,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"14"" 4K",macOS Sonoma,3353.91
2621,Asus,Intel Core i5-14600K,Intel Arc A770,128GB DDR5,512GB SSD,"14"" 4K",Ubuntu 22.04,3570.82
2622,Razer,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"17.3"" QHD",macOS Sonoma,4818.71
2623,HP,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"14"" 4K",macOS Sonoma,4499.5
2624,HP,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,2082.71
2625,Asus,Intel Core i7-14700K,Intel Arc A770,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,1698.27
2626,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"14"" 4K",Windows 10 Pro,2280.41
2627,Acer,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,4016.11
2628,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,2346.78
2629,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"17.3"" QHD",Windows 11,4576.22
2630,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,1648.6
2631,Dell,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,2TB SSD,"15.6"" FHD",Windows 10 Pro,3261.99
2632,Samsung,Intel Core i9-14900K,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 11,2158.58
2633,Dell,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"14"" 4K",Windows 10 Pro,3672.9
2634,Dell,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,4807.57
2635,Razer,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"13.3"" Retina",macOS Sonoma,1300.49
2636,Microsoft,Intel Core i7-14700K,Intel Arc A770,32GB DDR4,2TB SSD,"14"" 4K",Ubuntu 22.04,3090.86
2637,Lenovo,Intel Core i9-14900K,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,2945.81
2638,Samsung,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"14"" 4K",macOS Sonoma,1350.73
2639,HP,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,2923.48
2640,Lenovo,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,3875.71
2641,Samsung,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD,"15.6"" FHD",Ubuntu 22.04,1419.34
2642,Samsung,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 11,4221.31
2643,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,3430.18
2644,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,817.82
2645,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,3610.87
2646,Lenovo,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,1244.43
2647,Asus,AMD Ryzen 5 7600X,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"14"" 4K",macOS Sonoma,4095.41
2648,Lenovo,Intel Core i5-14600K,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,3908.41
2649,Dell,Intel Core i5-14600K,Intel Arc A770,32GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,2257.89
2650,Apple,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,2658.2
2651,Samsung,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 11,1598.63
2652,Razer,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,3268.22
2653,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,2771.94
2654,Dell,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,16GB DDR4,2TB SSD,"14"" 4K",Windows 10 Pro,721.68
2655,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"14"" 4K",Windows 11,4491.82
2656,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"17.3"" QHD",Ubuntu 22.04,4385.52
2657,Acer,Intel Core i9-14900K,Intel Arc A770,32GB DDR4,2TB SSD,"17.3"" QHD",Windows 10 Pro,794.55
2658,Razer,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,2918.71
2659,Asus,Intel Core i9-14900K,Intel Arc A770,32GB DDR4,2TB SSD,"15.6"" FHD",macOS Sonoma,4274.88
2660,Acer,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,2562.85
2661,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,4215.27
2662,Samsung,Intel Core i9-14900K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,781.39
2663,MSI,Intel Core i5-14600K,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"15.6"" FHD",Ubuntu 22.04,4283.99
2664,Asus,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,1TB SSD,"17.3"" QHD",Ubuntu 22.04,3982.54
2665,Lenovo,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,2262.35
2666,Acer,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"14"" 4K",Windows 11,2940.46
2667,Lenovo,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,2840.37
2668,Lenovo,Intel Core i7-14700K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,2158.0
2669,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,1707.52
2670,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,2446.53
2671,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"14"" 4K",macOS Sonoma,1850.58
2672,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"14"" 4K",macOS Sonoma,2836.79
2673,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,2480.92
2674,MSI,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"14"" 4K",Ubuntu 22.04,4967.69
2675,Lenovo,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"14"" 4K",Ubuntu 22.04,3877.74
2676,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,4788.4
2677,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,1885.38
2678,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,16GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,1740.88
2679,Razer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"13.3"" Retina",macOS Sonoma,2152.68
2680,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,4081.61
2681,Microsoft,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 10 Pro,4681.53
2682,Samsung,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,898.11
2683,Lenovo,AMD Ryzen 9 7950X,Intel Arc A770,64GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,2400.45
2684,Lenovo,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,4126.2
2685,Acer,AMD Ryzen 7 7800X,Intel Arc A770,32GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,2980.7
2686,Acer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"13.3"" Retina",Windows 10 Pro,2299.5
2687,Apple,Intel Core i9-14900K,AMD Radeon RX 7800 XT,16GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,4976.43
2688,Samsung,Intel Core i9-14900K,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"15.6"" FHD",macOS Sonoma,2500.16
2689,Samsung,Intel Core i9-14900K,NVIDIA RTX 4080,32GB DDR4,2TB SSD,"14"" 4K",Windows 10 Pro,4189.19
2690,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,3025.43
2691,Lenovo,Intel Core i5-14600K,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 11,3821.27
2692,Lenovo,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,2397.34
2693,HP,Intel Core i9-14900K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,2732.59
2694,Apple,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,2098.41
2695,Dell,AMD Ryzen 7 7800X,Intel Arc A770,16GB DDR4,1TB SSD,"14"" 4K",Windows 11,1985.65
2696,MSI,Intel Core i9-14900K,AMD Radeon RX 7800 XT,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 11,3838.28
2697,Samsung,Intel Core i5-14600K,Intel Arc A770,128GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,1058.55
2698,HP,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 11,1359.73
2699,HP,AMD Ryzen 5 7600X,NVIDIA RTX 4080,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,3082.17
2700,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,4688.53
